section,banner,description
yoga_mat_bags,yoga_bag_group_temporary.jpg,"Store your yoga mat in our beautiful bags that come in a range of colors and fabrics that suit both the occasional user as well as the regular one. Sturdy enough to carry up to 1 kilogram of weight, these bags are pretty on the outside and strong from the inside. Each bag is meticulously sewn by skillful women that fall under the low-income group, and helps them earn their livelihood. "
